"id","name","state_id","district_id","region_status","tier_type","pin_code","icon","created_at","updated_at","status"
"1","Kupwara","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"2","Badgam","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"3","Leh(Ladakh)","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"4","Kargil","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"5","Punch","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"6","Rajouri","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"7","Kathua","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"8","Baramula","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"9","Bandipore","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"10","Srinagar","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"11","Ganderbal","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"12","Pulwama","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"13","Shupiyan","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"14","Anantnag","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"15","Kulgam","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"16","Doda","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"17","Ramban","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"18","Kishtwar","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"19","Udhampur","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"20","Reasi","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"21","Jammu","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"22","Samba","1",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"23","Chamba","2",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"24","Kangra","2",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"25","Lahul & Spiti","2",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"26","Kullu","2",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"27","Mandi","2",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"28","Hamirpur","2",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"29","Una","2",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"30","Bilaspur","2",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"31","Solan","2",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"32","Sirmaur","2",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"33","Shimla","2",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"34","Kinnaur","2",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"35","Gurdaspur","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"36","Kapurthala","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"37","Jalandhar","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"38","Hoshiarpur","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"39","Shahid Bhagat Singh Nagar","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"40","Fatehgarh Sahib","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"41","Ludhiana","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"42","Moga","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"43","Firozpur","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"44","Muktsar","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"45","Faridkot","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"46","Bathinda","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"47","Mansa","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"48","Patiala","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"49","Amritsar","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"50","Tarn Taran","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"51","Rupnagar","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"52","Sahibzada Ajit Singh Nagar","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"53","Sangrur","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"54","Barnala","3",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"55","Chandigarh","4",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"56","Uttarkashi","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"57","Chamoli","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"58","Rudraprayag","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"59","Tehri Garhwal","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"60","Dehradun","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"61","Garhwal","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"62","Pithoragarh","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"63","Bageshwar","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"64","Almora","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"65","Champawat","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"66","Nainital","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"67","Udham Singh Nagar","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"68","Hardwar","5",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"69","Panchkula","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"70","Ambala","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"71","Yamunanagar","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"72","Kurukshetra","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"73","Kaithal","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"74","Karnal","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"75","Panipat","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"76","Sonipat","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"77","Jind","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"78","Fatehabad","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"79","Sirsa","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"80","Hisar","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"81","Bhiwani","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"82","Rohtak","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"83","Jhajjar","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"84","Mahendragarh","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"85","Rewari","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"86","Gurgaon","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"87","Mewat","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"88","Faridabad","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"89","Palwal","6",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"90","North West","7",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"91","North","7",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"92","North East","7",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"93","East","7",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"94","New Delhi","7",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"95","Central","7",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"96","West","7",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"97","South West","7",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"98","South","7",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"99","Ganganagar","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"100","Hanumangarh","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"101","Bikaner","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"102","Churu","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"103","Jhunjhunun","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:05","0"
"104","Alwar","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"105","Bharatpur","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"106","Dhaulpur","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"107","Karauli","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:05","0"
"108","Sawai Madhopur","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:36","0"
"109","Dausa","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"110","Jaipur","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:05","0"
"111","Sikar","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:36","0"
"112","Nagaur","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:05","0"
"113","Jodhpur","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:05","0"
"114","Jaisalmer","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:05","0"
"115","Barmer","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"116","Jalor","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:05","0"
"117","Sirohi","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:36","0"
"118","Pali","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:05","0"
"119","Ajmer","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:12:31","1"
"120","Tonk","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:36","0"
"121","Bundi","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"122","Bhilwara","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"123","Rajsamand","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:36","0"
"124","Dungarpur","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"125","Banswara","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"126","Chittaurgarh","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"127","Kota","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:05","0"
"128","Baran","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:10:49","0"
"129","Jhalawar","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:05","0"
"130","Udaipur","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:12:59","1"
"131","Pratapgarh","8",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2022-05-30 23:11:05","0"
"132","Saharanpur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"133","Muzaffarnagar","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"134","Bijnor","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"135","Moradabad","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"136","Rampur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"137","Jyotiba Phule Nagar","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"138","Meerut","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"139","Baghpat","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"140","Ghaziabad","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"141","Gautam Buddha Nagar","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"142","Bulandshahr","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"143","Aligarh","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"144","Mahamaya Nagar","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"145","Mathura","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"146","Agra","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"147","Firozabad","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"148","Mainpuri","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"149","Budaun","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"150","Bareilly","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"151","Pilibhit","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"152","Shahjahanpur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"153","Kheri","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"154","Sitapur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"155","Hardoi","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"156","Unnao","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"157","Lucknow","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"158","Rae Bareli","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"159","Farrukhabad","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"160","Kannauj","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"161","Etawah","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"162","Auraiya","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"163","Kanpur Dehat","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"164","Kanpur Nagar","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"165","Jalaun","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"166","Jhansi","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"167","Lalitpur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"168","Hamirpur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"169","Mahoba","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"170","Banda","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"171","Chitrakoot","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"172","Fatehpur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"173","Pratapgarh","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"174","Kaushambi","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"175","Allahabad","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"176","Bara Banki","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"177","Faizabad","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"178","Ambedkar Nagar","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"179","Sultanpur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"180","Bahraich","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"181","Shrawasti","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"182","Balrampur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"183","Gonda","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"184","Siddharthnagar","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"185","Basti","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"186","Sant Kabir Nagar","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"187","Mahrajganj","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"188","Gorakhpur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"189","Kushinagar","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:53","2021-03-30 01:14:53","1"
"190","Deoria","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"191","Azamgarh","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"192","Mau","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"193","Ballia","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"194","Jaunpur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"195","Ghazipur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"196","Chandauli","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"197","Varanasi","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"198","Sant Ravidas Nagar (Bhadohi)","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"199","Mirzapur","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"200","Sonbhadra","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"201","Etah","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"202","Kanshiram Nagar","9",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"203","Pashchim Champaran","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"204","Purba Champaran","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"205","Sheohar","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"206","Sitamarhi","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"207","Madhubani","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"208","Supaul","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"209","Araria","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"210","Kishanganj","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"211","Purnia","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"212","Katihar","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"213","Madhepura","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"214","Saharsa","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"215","Darbhanga","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"216","Muzaffarpur","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"217","Gopalganj","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"218","Siwan","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"219","Saran","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"220","Vaishali","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"221","Samastipur","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"222","Begusarai","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"223","Khagaria","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"224","Bhagalpur","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"225","Banka","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"226","Munger","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"227","Lakhisarai","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"228","Sheikhpura","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"229","Nalanda","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"230","Patna","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"231","Bhojpur","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"232","Buxar","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"233","Kaimur (Bhabua)","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"234","Rohtas","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"235","Aurangabad","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"236","Gaya","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"237","Nawada","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
"238","Jamui","10",NULL,"0","0",NULL,NULL,"2021-03-30 01:14:54","2021-03-30 01:14:54","1"
